class;x1;y1;z1;v1;x2;y2;z2;v2;x3;y3;z3;v3;x4;y4;z4;v4;x5;y5;z5;v5;x6;y6;z6;v6;x7;y7;z7;v7;x8;y8;z8;v8;x9;y9;z9;v9;x10;y10;z10;v10;x11;y11;z11;v11;x12;y12;z12;v12;x13;y13;z13;v13;x14;y14;z14;v14;x15;y15;z15;v15;x16;y16;z16;v16;x17;y17;z17;v17;x18;y18;z18;v18;x19;y19;z19;v19;x20;y20;z20;v20;x21;y21;z21;v21;x22;y22;z22;v22;x23;y23;z23;v23;x24;y24;z24;v24;x25;y25;z25;v25;x26;y26;z26;v26;x27;y27;z27;v27;x28;y28;z28;v28;x29;y29;z29;v29;x30;y30;z30;v30;x31;y31;z31;v31;x32;y32;z32;v32;x33;y33;z33;v33;x34;y34;z34;v34;x35;y35;z35;v35;x36;y36;z36;v36;x37;y37;z37;v37;x38;y38;z38;v38;x39;y39;z39;v39;x40;y40;z40;v40;x41;y41;z41;v41;x42;y42;z42;v42
happy;0.7011120319366455;0.4145280718803406;-5.96E+11;00.00;0.7148270606994629;0.3218654990196228;0.017695283517241478;00.00;0.7468299269676208;0.2517250180244446;-0.007342159748077393;00.00;0.7817126512527466;0.2120140790939331;-0.02981705404818058;00.00;0.8143197894096375;0.20342621207237244;-0.04658612236380577;00.00;0.7385717630386353;0.2391711324453354;-0.12396781891584396;00.00;0.8016646504402161;0.18545576930046082;-0.141328364610672;00.00;0.8144479393959045;0.1888115406036377;-0.11711424589157104;00.00;0.8071104288101196;0.19889423251152039;-0.09612677991390228;00.00;0.7420442700386047;0.28211894631385803;-0.14001257717609406;00.00;0.8324630856513977;0.27731046080589294;-0.14946837723255157;00.00;0.8240401744842529;0.2979736030101776;-0.1100635901093483;00.00;0.7974190711975098;0.3017875850200653;-0.09070482105016708;00.00;0.7475678324699402;0.3344361484050751;-0.14747098088264465;00.00;0.8264288902282715;0.33462971448898315;-0.1353912502527237;00.00;0.8125719428062439;0.35216566920280457;-0.08915792405605316;00.00;0.7871666550636292;0.3559837341308594;-0.07018309086561203;00.00;0.7522960901260376;0.38611486554145813;-0.15639789402484894;00.00;0.8079417943954468;0.39068838953971863;-0.12868888676166534;00.00;0.7953939437866211;0.40028947591781616;-0.10167419910430908;00.00;0.7735164165496826;0.39565175771713257;-0.09216869622468948;00.00;0.9776745438575745;0.46306735277175903; 2.23E+11;00.00;0.9673823714256287;0.3955414593219757;-0.008325451985001564;00.00;0.956893801689148;0.34371107816696167;-0.028481917455792427;00.00;0.9497610926628113;0.30202245712280273;-0.050016146153211594;00.00;0.9442149996757507;0.2664949893951416;-0.06840981543064117;00.00;0.915041446685791;0.370323121547699;-0.042606618255376816;00.00;0.8836730122566223;0.3914709687232971;-0.051621418446302414;00.00;0.9046888947486877;0.39546558260917664;-0.037494197487831116;00.00;0.9232608079910278;0.3915347754955292;-0.025932518765330315;00.00;0.9175246953964233;0.41450923681259155;-0.04760443791747093;00.00;0.8922437429428101;0.4393223822116852;-0.05827328935265541;00.00;0.9154994487762451;0.44003042578697205;-0.039319202303886414;00.00;0.928798258304596;0.4323123097419739;-0.028561124578118324;00.00;0.9241341352462769;0.4553837180137634;-0.05224355310201645;00.00;0.9022002220153809;0.47460079193115234;-0.05908310040831566;00.00;0.925612211227417;0.46885916590690613;-0.03616149351000786;00.00;0.9374698996543884;0.4571210741996765;-0.02334982343018055;00.00;0.9348095655441284;0.49027150869369507;-0.05800055339932442;00.00;0.9118354916572571;0.5018593072891235;-0.0634632483124733;00.00;0.9276803731918335;0.49638548493385315;-0.055156562477350235;00.00;0.9390742778778076;0.49087947607040405;-0.048460666090250015;00.00
happy;0.6605633497238159;0.3462953567504883; 2.53E+11;00.00;0.6482399702072144;0.28520601987838745;-0.030289120972156525;00.00;0.657780110836029;0.23883135616779327;-0.07432897388935089;00.00;0.6757619976997375;0.20916076004505157;-0.10072411596775055;00.00;0.6859583854675293;0.1729687750339508;-0.12792733311653137;00.00;0.7202399969100952;0.2805657386779785;-0.17958661913871765;00.00;0.7547003030776978;0.2902344763278961;-0.21991923451423645;00.00;0.7645527124404907;0.2815374732017517;-0.2280164361000061;00.00;0.762723445892334;0.27889373898506165;-0.23860561847686768;00.00;0.7325946688652039;0.32514744997024536;-0.17340612411499023;00.00;0.7625622749328613;0.3405345678329468;-0.20303890109062195;00.00;0.7612337470054626;0.3308101296424866;-0.19646532833576202;00.00;0.7499783635139465;0.3368411958217621;-0.199737548828125;00.00;0.7290804386138916;0.3639615774154663;-0.15606354176998138;00.00;0.7494274973869324;0.3789234161376953;-0.17698633670806885;00.00;0.7435302138328552;0.3727336525917053;-0.1676342487335205;00.00;0.7325639128684998;0.37429556250572205;-0.16759338974952698;00.00;0.7160449028015137;0.3918681740760803;-0.14191599190235138;00.00;0.7267276048660278;0.42359867691993713;-0.16096407175064087;00.00;0.7259607911109924;0.4295322299003601;-0.1627284288406372;00.00;0.7198411822319031;0.43055474758148193;-0.1664186716079712;00.00;0.968024730682373;0.41680264472961426; 3.26E+10;00.00;0.9464130401611328;0.34667548537254333;0.013708377256989479;00.00;0.9246897101402283;0.28479859232902527;-0.014040526002645493;00.00;0.9231704473495483;0.23550081253051758;-0.037990786135196686;00.00;0.9266082048416138;0.1901809573173523;-0.057700496166944504;00.00;0.9153429865837097;0.3084871172904968;-0.09476985037326813;00.00;0.8445850610733032;0.32314738631248474;-0.08795654028654099;00.00;0.8660018444061279;0.3264811336994171;-0.04150606691837311;00.00;0.8860233426094055;0.320645272731781;-0.008868657052516937;00.00;0.9176856875419617;0.35257747769355774;-0.10721784085035324;00.00;0.8467990159988403;0.36333295702934265;-0.09858624637126923;00.00;0.8681092858314514;0.3638375401496887;-0.046182163059711456;00.00;0.8863269686698914;0.35722067952156067;-0.017979981377720833;00.00;0.9197562336921692;0.3929012417793274;-0.11432469636201859;00.00;0.8555206060409546;0.39489972591400146;-0.09251642227172852;00.00;0.8749819993972778;0.39473965764045715;-0.0484917014837265;00.00;0.8927968740463257;0.3909287452697754;-0.034320686012506485;00.00;0.9196048378944397;0.4289476275444031;-0.1205824613571167;00.00;0.8684448003768921;0.42423710227012634;-0.10346602648496628;00.00;0.8828794956207275;0.4238777458667755;-0.08466924726963043;00.00;0.8983962535858154;0.4254953861236572;-0.07739973813295364;00.00
happy;0.6070640087127686;0.366080105304718;-8.88E+10;00.00;0.6124253869056702;0.2900952100753784;0.006642153486609459;00.00;0.6322098970413208;0.24013559520244598;-0.006295577622950077;00.00;0.649864912033081;0.1964745670557022;-0.016980580985546112;00.00;0.663442850112915;0.15785245597362518;-0.025663359090685844;00.00;0.6902444362640381;0.2811358571052551;-0.05892014876008034;00.00;0.7333831787109375;0.29609188437461853;-0.04316117614507675;00.00;0.7432714700698853;0.30241858959198;-0.017752166837453842;00.00;0.752395749092102;0.30267441272735596;-0.00711318664252758;00.00;0.6889289021492004;0.32319310307502747;-0.061078768223524094;00.00;0.7282776236534119;0.33890458941459656;-0.03505503758788109;00.00;0.7326577305793762;0.3365929126739502;-0.006313456688076258;00.00;0.7349518537521362;0.33295825123786926;-0.0008168395725078881;00.00;0.6811932921409607;0.3651847839355469;-0.055620625615119934;00.00;0.7141067981719971;0.38273921608924866;-0.028878137469291687;00.00;0.7004801630973816;0.38125061988830566;-0.00803412776440382;00.00;0.6869363784790039;0.37781137228012085;-0.01104341447353363;00.00;0.6701286435127258;0.4034195840358734;-0.049748264253139496;00.00;0.6950064897537231;0.4205811023712158;-0.03897916525602341;00.00;0.6852747797966003;0.41636982560157776;-0.027291322126984596;00.00;0.6735137701034546;0.4098281264305115;-0.02991396375000477;00.00;0.9650723338127136;0.40381553769111633;7.25E+10;00.00;0.9426577687263489;0.3362620770931244;0.015309909358620644;00.00;0.9212004542350769;0.2750987708568573;-0.013032713904976845;00.00;0.918748140335083;0.2244207113981247;-0.03751663118600845;00.00;0.9235559105873108;0.1794666349887848;-0.05863042175769806;00.00;0.9107317328453064;0.2932942509651184;-0.08597445487976074;00.00;0.8429367542266846;0.3094959259033203;-0.07944153994321823;00.00;0.8626003265380859;0.3154650330543518;-0.037010662257671356;00.00;0.8815475702285767;0.30980217456817627;-0.007731480523943901;00.00;0.9124322533607483;0.33824434876441956;-0.09849290549755096;00.00;0.8436236381530762;0.3486790657043457;-0.08704974502325058;00.00;0.8633348345756531;0.35149380564689636;-0.037291787564754486;00.00;0.881712794303894;0.34412306547164917;-0.013027875684201717;00.00;0.9137669205665588;0.37904202938079834;-0.10597579181194305;00.00;0.8521329164505005;0.38188043236732483;-0.08155914396047592;00.00;0.8705068826675415;0.3825840651988983;-0.04281967878341675;00.00;0.8886131644248962;0.37794554233551025;-0.03221661224961281;00.00;0.9124168157577515;0.4141373038291931;-0.11149299144744873;00.00;0.8622646927833557;0.40894126892089844;-0.09067028760910034;00.00;0.8764223456382751;0.4087361693382263;-0.07158028334379196;00.00;0.8916653990745544;0.41078656911849976;-0.06519877165555954;00.00
happy;0.5756774544715881;0.3608688414096832;-3.95E+11;00.00;0.5908076763153076;0.29675033688545227;0.01768321730196476;00.00;0.6197962760925293;0.24256697297096252;0.008038593456149101;00.00;0.6452321410179138;0.19111581146717072;-0.0010010332334786654;00.00;0.6613114476203918;0.1487235128879547;-0.009936601854860783;00.00;0.6719027161598206;0.2841647267341614;-0.03225897252559662;00.00;0.7027999758720398;0.3207707703113556;-0.0014525915030390024;00.00;0.6845426559448242;0.32904043793678284;0.022324347868561745;00.00;0.6684671640396118;0.32435354590415955;0.023188605904579163;00.00;0.6717541813850403;0.3282468318939209;-0.03581170737743378;00.00;0.7034629583358765;0.3615397810935974;0.0020834817551076412;00.00;0.6815255284309387;0.3658585846424103;0.029764974489808083;00.00;0.6614949107170105;0.36067259311676025;0.03684639558196068;00.00;0.6645224690437317;0.3722713589668274;-0.03145023435354233;00.00;0.690916121006012;0.3940305709838867;0.007555744145065546;00.00;0.6725720763206482;0.3972436487674713;0.02749285288155079;00.00;0.6561596393585205;0.3912449777126312;0.02395673282444477;00.00;0.6535429954528809;0.4144836962223053;-0.025080814957618713;00.00;0.6765545606613159;0.42656445503234863;0.006633422337472439;00.00;0.6626510620117188;0.42585107684135437;0.025195633992552757;00.00;0.6473075747489929;0.421665757894516;0.028536217287182808;00.00;0.9566470384597778;0.40984320640563965;6.08E+10;00.00;0.9369720816612244;0.34264612197875977;0.007156340405344963;00.00;0.91875159740448;0.28192582726478577;-0.017674028873443604;00.00;0.9165242910385132;0.22883985936641693;-0.03794396296143532;00.00;0.9189046025276184;0.18476708233356476;-0.05445902422070503;00.00;0.9045524597167969;0.30198532342910767;-0.08081535249948502;00.00;0.8359649181365967;0.31792792677879333;-0.07856354117393494;00.00;0.8557649850845337;0.3222595155239105;-0.04058530181646347;00.00;0.8749071955680847;0.31622830033302307;-0.01520496141165495;00.00;0.9051017761230469;0.3451778292655945;-0.08908765017986298;00.00;0.8387887477874756;0.35486066341400146;-0.07974997907876968;00.00;0.8570963144302368;0.35691219568252563;-0.03806546330451965;00.00;0.8754618167877197;0.35232487320899963;-0.0168226957321167;00.00;0.906574547290802;0.3857586681842804;-0.09429105371236801;00.00;0.8453763127326965;0.3895990550518036;-0.07139814645051956;00.00;0.8634210824966431;0.38934725522994995;-0.03559040278196335;00.00;0.8819558024406433;0.38630008697509766;-0.0257567148655653;00.00;0.906257688999176;0.4219288229942322;-0.09873368591070175;00.00;0.8567851781845093;0.4162035584449768;-0.08018242567777634;00.00;0.8687798380851746;0.4162890315055847;-0.06608154624700546;00.00;0.882843554019928;0.41992121934890747;-0.06136224791407585;00.00
happy;0.5562199354171753;0.3780679404735565;-7.44E+10;00.00;0.5853083729743958;0.31021982431411743;0.03540628030896187;00.00;0.6175614595413208;0.2533489465713501;0.03219461813569069;00.00;0.6414107084274292;0.19925567507743835;0.026567239314317703;00.00;0.654656171798706;0.1549561321735382;0.01779131032526493;00.00;0.6730908155441284;0.2942914068698883;0.001140671782195568;00.00;0.7041390538215637;0.33680006861686707;0.03572414815425873;00.00;0.6846734285354614;0.3438357710838318;0.05661199986934662;00.00;0.6651789546012878;0.33679434657096863;0.06098679453134537;00.00;0.6749028563499451;0.33707255125045776;-0.01172704715281725;00.00;0.6989337801933289;0.37067800760269165;0.03522149845957756;00.00;0.6804836988449097;0.37533748149871826;0.05761592462658882;00.00;0.660674512386322;0.36981460452079773;0.057825718075037;00.00;0.6685340404510498;0.38085776567459106;-0.016689635813236237;00.00;0.6889966726303101;0.4008431136608124;0.029564836993813515;00.00;0.6722776293754578;0.4055318832397461;0.048112902790308;00.00;0.6543157696723938;0.39929914474487305;0.04123693332076073;00.00;0.6588218212127686;0.4222160577774048;-0.019094595685601234;00.00;0.6786964535713196;0.4323686361312866;0.020337242633104324;00.00;0.6631562113761902;0.4329071640968323;0.03954249620437622;00.00;0.6458358764648438;0.42890664935112;0.041207268834114075;00.00;0.9523409605026245;0.41965293884277344;2.36E+10;00.00;0.9324321150779724;0.3507978618144989;-0.0020892394240945578;00.00;0.9163805246353149;0.2891331613063812;-0.030986197292804718;00.00;0.9146002531051636;0.23821330070495605;-0.052669208496809006;00.00;0.9162338972091675;0.19568832218647003;-0.0687224268913269;00.00;0.9024707078933716;0.31977415084838867;-0.0911170244216919;00.00;0.8351626992225647;0.3335931599140167;-0.09154883772134781;00.00;0.8575581312179565;0.3365570902824402;-0.053223371505737305;00.00;0.8782198429107666;0.33082637190818787;-0.028221484273672104;00.00;0.902916669845581;0.3652331531047821;-0.09648791700601578;00.00;0.8375023603439331;0.3686490058898926;-0.09272895753383636;00.00;0.8579749464988708;0.36890003085136414;-0.05163020268082619;00.00;0.8762145638465881;0.3657367527484894;-0.030537839978933334;00.00;0.903791069984436;0.4073793888092041;-0.09962118417024612;00.00;0.8424590826034546;0.40257251262664795;-0.07947880029678345;00.00;0.8628813624382019;0.40049034357070923;-0.04128063842654228;00.00;0.8811196088790894;0.3983171880245209;-0.030548227950930595;00.00;0.9031626582145691;0.4433453381061554;-0.10306095331907272;00.00;0.8527721166610718;0.4299139678478241;-0.08661238849163055;00.00;0.8671361207962036;0.42698243260383606;-0.07249285280704498;00.00;0.8818440437316895;0.43016505241394043;-0.06873422861099243;00.00
happy;0.5513448715209961;0.38095974922180176;-7.05E+10;00.00;0.584087610244751;0.3119325041770935;0.03911563381552696;00.00;0.6156628131866455;0.2560727000236511;0.03949373960494995;00.00;0.6411632299423218;0.20425789058208466;0.03749098256230354;00.00;0.6569350957870483;0.16154681146144867;0.034571439027786255;00.00;0.6716451048851013;0.29460445046424866;0.007338071707636118;00.00;0.7091469764709473;0.3359944820404053;0.04451986029744148;00.00;0.6902394890785217;0.34277260303497314;0.06891123950481415;00.00;0.6694389581680298;0.33550894260406494;0.07860679924488068;00.00;0.672309398651123;0.3379911780357361;-0.006318711210042238;00.00;0.70194011926651;0.3703467845916748;0.042738813906908035;00.00;0.6839858889579773;0.3745368421077728;0.06597183644771576;00.00;0.6642211079597473;0.36787527799606323;0.06708084791898727;00.00;0.6655400395393372;0.38163480162620544;-0.01186321396380663;00.00;0.6902145147323608;0.4024181663990021;0.03623310104012489;00.00;0.6737510561943054;0.4062962830066681;0.05556537210941315;00.00;0.6556690335273743;0.3982445001602173;0.05089282989501953;00.00;0.6558278799057007;0.42355501651763916;-0.014260929077863693;00.00;0.6792294979095459;0.43556639552116394;0.025988543406128883;00.00;0.6646060347557068;0.4361242949962616;0.04540283605456352;00.00;0.6472935676574707;0.4316444396972656;0.0492335706949234;00.00;0.9504756927490234;0.432218998670578;3.57E+11;00.00;0.9301789402961731;0.361174076795578;-0.004862541798502207;00.00;0.9149414300918579;0.2981741428375244;-0.036413948982954025;00.00;0.9145710468292236;0.2472577542066574;-0.05950458347797394;00.00;0.9179245233535767;0.20341916382312775;-0.07824165374040604;00.00;0.9032902121543884;0.333598792552948;-0.1009800136089325;00.00;0.8356119394302368;0.3481142520904541;-0.10211390256881714;00.00;0.8592105507850647;0.34971725940704346;-0.06178733706474304;00.00;0.8809952735900879;0.34371471405029297;-0.03451493754982948;00.00;0.9028364419937134;0.38131964206695557;-0.10465655475854874;00.00;0.8369728326797485;0.382445365190506;-0.1012139841914177;00.00;0.857882559299469;0.3817557394504547;-0.05770271643996239;00.00;0.8769532442092896;0.3790297210216522;-0.0360247828066349;00.00;0.901731550693512;0.4241805374622345;-0.10551881045103073;00.00;0.840632438659668;0.41691192984580994;-0.0867668092250824;00.00;0.8605997562408447;0.41353893280029297;-0.04650230333209038;00.00;0.8789509534835815;0.4123094975948334;-0.03641723841428757;00.00;0.8988431692123413;0.4602540135383606;-0.10718511044979095;00.00;0.8484360575675964;0.4434542655944824;-0.0907665491104126;00.00;0.8634848594665527;0.4391230344772339;-0.07469887286424637;00.00;0.8793198466300964;0.44294196367263794;-0.07125918567180634;00.00
happy;0.5518112778663635;0.3858794569969177;-8.66E+10;00.00;0.5834169983863831;0.31695905327796936;0.033589400351047516;00.00;0.614672839641571;0.2619520425796509;0.030335480347275734;00.00;0.6380676031112671;0.20928137004375458;0.02578623779118061;00.00;0.651006817817688;0.16350185871124268;0.019595181569457054;00.00;0.6697779297828674;0.3023008704185486;-0.0009606910170987248;00.00;0.7067108154296875;0.3416524827480316;0.031097719445824623;00.00;0.6877771615982056;0.3449971675872803;0.05367414653301239;00.00;0.6670713424682617;0.3366703391075134;0.06273052096366882;00.00;0.6699346303939819;0.34633296728134155;-0.01287240069359541;00.00;0.6999897360801697;0.37520861625671387;0.030769575387239456;00.00;0.6825462579727173;0.37702521681785583;0.054197173565626144;00.00;0.6631808280944824;0.37097465991973877;0.056739430874586105;00.00;0.6625251770019531;0.390190452337265;-0.01758880540728569;00.00;0.6891607642173767;0.40815043449401855;0.025643477216362953;00.00;0.6740557551383972;0.4098079204559326;0.04622815549373627;00.00;0.6562533974647522;0.402701735496521;0.043696071952581406;00.00;0.6518075466156006;0.4321373403072357;-0.01910734549164772;00.00;0.6792433261871338;0.4412417411804199;0.01721153035759926;00.00;0.6665732860565186;0.43981367349624634;0.037685178220272064;00.00;0.6494706869125366;0.4357699155807495;0.04335171356797218;00.00;0.9533454179763794;0.45059749484062195;2.47E+11;00.00;0.932465136051178;0.3767205774784088;0.0011642820900306106;00.00;0.9165410399436951;0.31202390789985657;-0.02694571018218994;00.00;0.9147316217422485;0.25879889726638794;-0.04853620007634163;00.00;0.9180654287338257;0.21387070417404175;-0.06797672808170319;00.00;0.9025833606719971;0.34634914994239807;-0.09632264077663422;00.00;0.834796667098999;0.3611374795436859;-0.09557265788316727;00.00;0.8571139574050903;0.3633940517902374;-0.05572313815355301;00.00;0.8787817358970642;0.3574153482913971;-0.028870532289147377;00.00;0.901910126209259;0.3938843011856079;-0.10194461792707443;00.00;0.8362082242965698;0.3956722319126129;-0.09336456656455994;00.00;0.856516420841217;0.39608123898506165;-0.049673985689878464;00.00;0.8762952089309692;0.39267241954803467;-0.02909989282488823;00.00;0.9005183577537537;0.4368019998073578;-0.10414291173219681;00.00;0.8394944667816162;0.4301714599132538;-0.08139944821596146;00.00;0.858991265296936;0.4288877844810486;-0.040556855499744415;00.00;0.8778722882270813;0.4277884066104889;-0.030777789652347565;00.00;0.8977028131484985;0.47343266010284424;-0.10635960847139359;00.00;0.8472660183906555;0.4573756456375122;-0.08860354125499725;00.00;0.8616199493408203;0.45483559370040894;-0.07229342311620712;00.00;0.8775321245193481;0.45888495445251465;-0.06890691071748734;00.00
happy;0.5516084432601929;0.3909485340118408;-8.56E+10;00.00;0.5838294625282288;0.3217533230781555;0.03589962422847748;00.00;0.6148057579994202;0.2662299573421478;0.03211042284965515;00.00;0.6379380226135254;0.21308717131614685;0.026803147047758102;00.00;0.6507098078727722;0.16688407957553864;0.019402863457798958;00.00;0.6696177124977112;0.3061090111732483;-0.00076457136310637;00.00;0.7069272994995117;0.3458981513977051;0.03266420215368271;00.00;0.688525378704071;0.3500441908836365;0.05576495826244354;00.00;0.6676608324050903;0.34220507740974426;0.06477481126785278;00.00;0.6705309152603149;0.3507344126701355;-0.013908486813306808;00.00;0.7000547647476196;0.38051414489746094;0.03224628418684006;00.00;0.682389497756958;0.38284868001937866;0.05594443902373314;00.00;0.6623303294181824;0.3769281208515167;0.05739793926477432;00.00;0.6639508008956909;0.39502862095832825;-0.018993793055415154;00.00;0.6887335777282715;0.4135710597038269;0.026652323082089424;00.00;0.6731439232826233;0.4160936176776886;0.04704144969582558;00.00;0.6549738049507141;0.40925872325897217;0.04299556836485863;00.00;0.6542512774467468;0.4371804893016815;-0.021033139899373055;00.00;0.6795146465301514;0.44650915265083313;0.01817888393998146;00.00;0.6654689311981201;0.44600817561149597;0.038612961769104004;00.00;0.6479626893997192;0.44266143441200256;0.04285652935504913;00.00;0.9520103931427002;0.4576107859611511;2.73E+10;00.00;0.9285526275634766;0.38039103150367737;0.003607196966186166;00.00;0.9118545651435852;0.31612467765808105;-0.026322465389966965;00.00;0.9129316210746765;0.2631988525390625;-0.04950771480798721;00.00;0.9190619587898254;0.21697339415550232;-0.06916817277669907;00.00;0.900172770023346;0.35573768615722656;-0.09578082710504532;00.00;0.8265260457992554;0.36535438895225525;-0.09128173440694809;00.00;0.8502324223518372;0.3661843240261078;-0.04880998283624649;00.00;0.8725181818008423;0.35952886939048767;-0.020012516528367996;00.00;0.8998849987983704;0.4034246504306793;-0.10314053297042847;00.00;0.8294818997383118;0.40115687251091003;-0.0930418074131012;00.00;0.848376989364624;0.3997375965118408;-0.04853086173534393;00.00;0.8683328032493591;0.39657270908355713;-0.02714068815112114;00.00;0.8989796042442322;0.44474607706069946;-0.10606374591588974;00.00;0.8354552388191223;0.4351487457752228;-0.08144666999578476;00.00;0.853628396987915;0.43334856629371643;-0.04218978434801102;00.00;0.8729825615882874;0.4318937659263611;-0.03347796946763992;00.00;0.8961159586906433;0.48039373755455017;-0.10871507227420807;00.00;0.8440921902656555;0.462363600730896;-0.08730920404195786;00.00;0.8576729893684387;0.45990869402885437;-0.0689316913485527;00.00;0.8746623396873474;0.46392717957496643;-0.06431982666254044;00.00
happy;0.5503436923027039;0.39499562978744507;-8.45E+10;00.00;0.5829796195030212;0.3250231146812439;0.03523166477680206;00.00;0.6150491237640381;0.26896512508392334;0.03220261633396149;00.00;0.6397334933280945;0.21618114411830902;0.02804630994796753;00.00;0.652760922908783;0.16968467831611633;0.021553000435233116;00.00;0.6705962419509888;0.3116467297077179;0.0001664590963628143;00.00;0.7080889344215393;0.34791579842567444;0.03493804857134819;00.00;0.6891188621520996;0.35156214237213135;0.058829791843891144;00.00;0.6678728461265564;0.34419405460357666;0.06836730986833572;00.00;0.6714920997619629;0.35677069425582886;-0.011616484262049198;00.00;0.6995183825492859;0.38287198543548584;0.036582812666893005;00.00;0.6817251443862915;0.38498812913894653;0.06096363440155983;00.00;0.6619151830673218;0.3797864317893982;0.06192326173186302;00.00;0.6645341515541077;0.4004937410354614;-0.015254118479788303;00.00;0.6869591474533081;0.41562581062316895;0.03232663497328758;00.00;0.6710842847824097;0.4171789288520813;0.05224091559648514;00.00;0.6527754068374634;0.4105018377304077;0.04662914201617241;00.00;0.6546065807342529;0.44165390729904175;-0.01632711850106716;00.00;0.6772162914276123;0.4479510486125946;0.025274602696299553;00.00;0.6626339554786682;0.44692593812942505;0.04530422389507294;00.00;0.645325243473053;0.4439671039581299;0.04800033196806908;00.00;0.9491099119186401;0.45712530612945557;1.87E+10;00.00;0.9245521426200867;0.3789922893047333;0.005898970179259777;00.00;0.9086825847625732;0.3170289397239685;-0.02373429201543331;00.00;0.9103283882141113;0.2651585340499878;-0.04786830022931099;00.00;0.9170701503753662;0.22024551033973694;-0.06951219588518143;00.00;0.8992034196853638;0.3559376299381256;-0.09833940863609314;00.00;0.8260135650634766;0.3645744323730469;-0.09533961117267609;00.00;0.8484485745429993;0.3662157356739044;-0.05385024473071098;00.00;0.8708935379981995;0.36136093735694885;-0.02497236616909504;00.00;0.8990716338157654;0.4041016399860382;-0.10685376077890396;00.00;0.8281390070915222;0.4001370072364807;-0.09772489964962006;00.00;0.8468014597892761;0.3996943235397339;-0.05205834284424782;00.00;0.8674816489219666;0.39851072430610657;-0.029856596142053604;00.00;0.8981214761734009;0.4462704658508301;-0.110443614423275;00.00;0.8339101076126099;0.4344500005245209;-0.08729006350040436;00.00;0.8517007827758789;0.4336763620376587;-0.04505118355154991;00.00;0.871042788028717;0.4340250492095947;-0.03401164710521698;00.00;0.8950319290161133;0.4835599660873413;-0.11324333399534225;00.00;0.8420151472091675;0.46446600556373596;-0.0937776044011116;00.00;0.8551506400108337;0.4620099663734436;-0.07314819097518921;00.00;0.8722959756851196;0.4666441082954407;-0.06592658162117004;00.00
happy;0.550891637802124;0.39458075165748596;-9.45E+10;00.00;0.5825821757316589;0.3261638283729553;0.035113539546728134;00.00;0.6146965026855469;0.2715780735015869;0.03256136551499367;00.00;0.639672040939331;0.2192472368478775;0.028959540650248528;00.00;0.6528550386428833;0.17213384807109833;0.023257961496710777;00.00;0.6709842085838318;0.3122691214084625;0.002108088694512844;00.00;0.7075210809707642;0.34820157289505005;0.03549588844180107;00.00;0.6888073682785034;0.35313913226127625;0.05709834024310112;00.00;0.6678485870361328;0.346397340297699;0.06500410288572311;00.00;0.6722243428230286;0.3564539849758148;-0.010108774527907372;00.00;0.7017130851745605;0.3841417729854584;0.0356285460293293;00.00;0.683754026889801;0.3875431418418884;0.05878381058573723;00.00;0.6639808416366577;0.38195502758026123;0.060557771474123;00.00;0.6655973792076111;0.39943233132362366;-0.01438246387988329;00.00;0.6911198496818542;0.4169115424156189;0.029962120577692986;00.00;0.675086498260498;0.41998326778411865;0.05043625086545944;00.00;0.6566840410232544;0.4130443036556244;0.04710095375776291;00.00;0.6555562019348145;0.44034552574157715;-0.015573615208268166;00.00;0.6813358664512634;0.4485715627670288;0.02275964431464672;00.00;0.6681092381477356;0.4481694996356964;0.04361596331000328;00.00;0.6509147882461548;0.44470828771591187;0.04881935566663742;00.00;0.9486143589019775;0.45410415530204773;2.50E+10;00.00;0.9242056608200073;0.37829309701919556;0.008547763340175152;00.00;0.9082879424095154;0.31724461913108826;-0.019677987322211266;00.00;0.9096095561981201;0.2662302255630493;-0.04357805848121643;00.00;0.9147696495056152;0.22188258171081543;-0.0651564821600914;00.00;0.8978835940361023;0.3534121811389923;-0.09721723198890686;00.00;0.8275651931762695;0.36304914951324463;-0.09456545114517212;00.00;0.8494818210601807;0.3649439811706543;-0.05397456884384155;00.00;0.8714944124221802;0.36034998297691345;-0.026024168357253075;00.00;0.8978589177131653;0.3999401032924652;-0.10731256753206253;00.00;0.8297455310821533;0.39885976910591125;-0.0989915058016777;00.00;0.8499693870544434;0.3995664119720459;-0.05306905880570412;00.00;0.8702204823493958;0.398619681596756;-0.03103002905845642;00.00;0.8969711661338806;0.44122985005378723;-0.11299486458301544;00.00;0.8347582817077637;0.4324341118335724;-0.09095559269189835;00.00;0.8533822298049927;0.4324781894683838;-0.048906080424785614;00.00;0.8723960518836975;0.43296822905540466;-0.038375984877347946;00.00;0.8938175439834595;0.47867661714553833;-0.11765405535697937;00.00;0.8420286774635315;0.4632013738155365;-0.09933030605316162;00.00;0.8560490012168884;0.4616207778453827;-0.07938729971647263;00.00;0.8732626438140869;0.4661746621131897;-0.07315072417259216;00.00
